company,ticker,name,title,year_joined,origin_country,origin_region,immigrant,role_category,total_compensation_usd,comp_fiscal_year,documented_adversity,potential_index,mental_strength,adversity_origin_score,data_tier
NVIDIA,NVDA,Jan Kautz,VP of Learning and Perception Research,2013.0,Germany,Europe,Yes,Tech Leader,,,none documented,76,74,60,extended
NVIDIA,NVDA,Ming-Yu Liu,VP of Cosmos Lab Research,2016.0,Taiwan,East Asia,Yes,Tech Leader,,,none documented,76,74,60,extended
NVIDIA,NVDA,Sanja Fidler,VP of AI Research,2018.0,Slovenia,Other,Yes,Tech Leader,,,Immigrant from Slovenia who built academic career abroad,76,80,78,extended
NVIDIA,NVDA,Aaron Lefohn,VP of Graphics Research,,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
NVIDIA,NVDA,Arash Vahdat,Research Director (Generative AI),2019.0,Iran,Middle East,Yes,Tech Leader,,,Immigrant from Iran,76,80,78,extended
NVIDIA,NVDA,Pavlo Molchanov,Research Director,2015.0,Ukraine,Europe,Yes,Tech Leader,,,Immigrant from Ukraine,76,80,78,extended
NVIDIA,NVDA,Michael Garland,Senior Director of Research,2006.0,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
NVIDIA,NVDA,Jonathan Cohen,VP of Applied Research,,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
NVIDIA,NVDA,Mohammad Shoeybi,Senior Director of Applied Research,,Iran,Middle East,Yes,Tech Leader,,,Immigrant from Iran,76,80,78,extended
NVIDIA,NVDA,Oleksii Kuchaiev,Senior Director of Applied Research,,Ukraine,Europe,Yes,Tech Leader,,,Immigrant from Ukraine,76,80,78,extended
NVIDIA,NVDA,Boris Ginsburg,Research Director,,,Unknown,Unknown,Tech Leader,,,none documented,76,74,45,extended
NVIDIA,NVDA,Andrew Tao,Distinguished Engineer,,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
NVIDIA,NVDA,Guilin Liu,Research Scientist,2017.0,China,East Asia,Yes,Tech Leader,,,none documented,76,74,60,extended
NVIDIA,NVDA,Paulius Micikevicius,Distinguished Engineer,2007.0,Lithuania,Other,Yes,Tech Leader,,,Immigrant from Lithuania,76,80,78,extended
NVIDIA,NVDA,Tero Karras,Senior Distinguished Research Scientist,2009.0,Finland,Europe,Yes,Tech Leader,,,none documented,76,74,60,extended
NVIDIA,NVDA,Timo Aila,Senior Distinguished Research Scientist,2007.0,Finland,Europe,Yes,Tech Leader,,,none documented,76,74,60,extended
NVIDIA,NVDA,Samuli Laine,Distinguished Research Scientist,2007.0,Finland,Europe,Yes,Tech Leader,,,none documented,76,74,60,extended
NVIDIA,NVDA,Jaakko Lehtinen,Distinguished Research Scientist,,Finland,Europe,Yes,Tech Leader,,,none documented,76,74,60,extended
NVIDIA,NVDA,Morgan McGuire,Distinguished Research Scientist (former),2009.0,,Unknown,Unknown,Tech Leader,,,none documented,76,74,45,extended
NVIDIA,NVDA,Koki Nagano,Principal Research Scientist,2020.0,Japan,East Asia,Yes,Tech Leader,,,Immigrant from Japan,76,80,78,extended
NVIDIA,NVDA,Shalini De Mello,Director of Research (New Experiences),,India,South Asia,Yes,Tech Leader,,,Immigrant from India,76,80,78,extended
NVIDIA,NVDA,Ting-Chun Wang,Principal Research Scientist,,Taiwan,East Asia,Yes,Tech Leader,,,none documented,76,74,60,extended
NVIDIA,NVDA,Chen-Hsuan Lin,Senior Research Scientist,,Taiwan,East Asia,Yes,Tech Leader,,,none documented,76,74,60,extended
NVIDIA,NVDA,Huan Ling,Senior Research Scientist,,China,East Asia,Yes,Tech Leader,,,none documented,76,74,60,extended
NVIDIA,NVDA,Zan Gojcic,Research Scientist,,Slovenia,Other,Yes,Tech Leader,,,none documented,76,74,60,extended
NVIDIA,NVDA,Stan Birchfield,Principal Research Scientist and Senior Research Manager,,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
NVIDIA,NVDA,Nathan Ratliff,Distinguished Research Scientist,,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
NVIDIA,NVDA,Marco Pavone,Director of Autonomous Vehicle Research,,Italy,Europe,Yes,Tech Leader,,,Immigrant from Italy,76,80,78,extended
NVIDIA,NVDA,Zhiding Yu,Senior Research Scientist,,China,East Asia,Yes,Tech Leader,,,none documented,76,74,60,extended
NVIDIA,NVDA,Jose Alvarez,Director of AV Applied Research and Distinguished Scientist,,Spain,Europe,Yes,Tech Leader,,,Immigrant from Spain,76,80,78,extended
NVIDIA,NVDA,Jim Fan,Director of AI and Distinguished Research Scientist,2021.0,China,East Asia,Yes,Tech Leader,,,Immigrant from China,76,80,78,extended
NVIDIA,NVDA,Yuke Zhu,Director and Distinguished Research Scientist,,China,East Asia,Yes,Tech Leader,,,Immigrant from China,76,80,78,extended
NVIDIA,NVDA,Song Han,Distinguished Scientist,,China,East Asia,Yes,Tech Leader,,,Immigrant from China,76,80,78,extended
NVIDIA,NVDA,Anima Anandkumar,Senior Director of AI Research (former),2018.0,India,South Asia,Yes,Tech Leader,,,Immigrant from India,76,80,78,extended
NVIDIA,NVDA,Brian Kelleher,SVP of Hardware Engineering (retired),2000.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Dwight Diercks,SVP of Software Engineering,1994.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Stephen Jones,Distinguished Engineer (CUDA Architect),,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
NVIDIA,NVDA,Michael Houston,VP and Chief Architect AI Systems,,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
NVIDIA,NVDA,Ujval Kapasi,VP of AI and HPC Frameworks and Libraries,2009.0,,Unknown,Unknown,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Chris Lamb,VP of Compute Software,,USA,North America,No,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Kevin Klues,Distinguished Engineer,,,Unknown,Unknown,Tech Leader,,,none documented,76,74,45,extended
NVIDIA,NVDA,Frans Sijstermans,VP of Hardware Engineering,2004.0,Netherlands,Europe,Yes,C-suite,,,Immigrant from the Netherlands,76,80,78,extended
NVIDIA,NVDA,Gary Hicok,SVP of Automotive Hardware and Systems,1999.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Ali Kani,VP and GM of Automotive,,,Unknown,Unknown,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Danny Shapiro,VP of Automotive,2009.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Steve Oberlin,CTO Tesla business unit,2013.0,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
NVIDIA,NVDA,Manuvir Das,Head of Enterprise Computing (former),2019.0,India,South Asia,Yes,C-suite,,,Immigrant from India,76,80,78,extended
NVIDIA,NVDA,Kari Briski,VP of Generative AI Software for Enterprise,,USA,North America,No,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Charlie Boyle,VP and GM of DGX Systems,,USA,North America,No,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Kimberly Powell,VP and GM of Healthcare,2008.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Marc Hamilton,VP of Solutions Architecture and Engineering,,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
NVIDIA,NVDA,Gilad Shainer,SVP of Networking,2020.0,Israel,Middle East,Yes,C-suite,,,Immigrant from Israel,76,80,78,extended
NVIDIA,NVDA,Kevin Deierling,SVP of Networking,2020.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Rev Lebaredian,VP of Omniverse and Simulation Technology,2002.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Ronnie Vasishta,SVP of Telecom,2020.0,UK,Europe,Yes,C-suite,,,Immigrant from the UK,76,80,78,extended
NVIDIA,NVDA,Justin Boitano,VP of Enterprise AI,,USA,North America,No,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Bob Pette,VP and GM of Enterprise Platforms (retired),2009.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Greg Estes,VP of Corporate Marketing and Developer Programs (former),,USA,North America,No,C-suite,,,none documented,76,74,45,extended
NVIDIA,NVDA,Joe Eaton,Distinguished System Engineer for Data and Graph Analytics,,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
NVIDIA,NVDA,John Nickolls,Director of Architecture for GPU Computing (deceased),,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
