company,ticker,name,title,year_joined,origin_country,origin_region,immigrant,role_category,total_compensation_usd,comp_fiscal_year,documented_adversity,potential_index,mental_strength,adversity_origin_score,data_tier
Apple,AAPL,Imran Chaudhri,former Designer,1995.0,UK,Europe,Yes,Tech Leader,,,none documented,76,74,60,extended
Apple,AAPL,Marc Newson,former Designer,2014.0,Australia,Oceania,Yes,Tech Leader,,,none documented,76,74,60,extended
Apple,AAPL,Robert Brunner,former head of Industrial Design,1989.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
Apple,AAPL,Jerry Manock,former Industrial Designer,1977.0,USA,North America,No,Tech Leader,,,none documented,76,74,45,extended
Apple,AAPL,Hartmut Esslinger,former Design Consultant,1982.0,Germany,Europe,Yes,Tech Leader,,,Immigrant from Germany,76,80,78,extended
Apple,AAPL,Tony Fadell,former SVP iPod Division,2001.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
Apple,AAPL,Scott Forstall,former SVP iOS Software,1997.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
Apple,AAPL,Avie Tevanian,former SVP Software Engineering,1997.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
Apple,AAPL,Jon Rubinstein,former SVP Hardware Engineering,1997.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
Apple,AAPL,Fred Anderson,former CFO,1996.0,USA,North America,No,CFO,,,none documented,78,74,45,extended
Apple,AAPL,Ron Johnson,former SVP Retail,2000.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
Apple,AAPL,Angela Ahrendts,former SVP Retail,2014.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
Apple,AAPL,Steve Wozniak,co-founder,1976.0,USA,North America,No,Co-founder,,,none documented,84,80,45,extended
Apple,AAPL,Steve Jobs,co-founder & former CEO,1976.0,USA,North America,No,Co-founder,,,Biological parents gave him up for adoption,84,86,78,extended
Apple,AAPL,Ronald Wayne,co-founder,1976.0,USA,North America,No,Co-founder,,,none documented,84,80,45,extended
Apple,AAPL,Mike Markkula,former CEO & early investor,1977.0,USA,North America,No,Division-CEO,,,none documented,84,80,45,extended
Apple,AAPL,John Sculley,former CEO,1983.0,USA,North America,No,Division-CEO,,,none documented,84,80,45,extended
Apple,AAPL,Michael Spindler,former CEO,1980.0,Germany,Europe,Yes,Division-CEO,,,Immigrant from Germany,84,86,78,extended
Apple,AAPL,Gil Amelio,former CEO,1996.0,USA,North America,No,Division-CEO,,,none documented,84,80,45,extended
Apple,AAPL,Jean-Louis Gassee,former President of Product Development,1981.0,France,Europe,Yes,C-suite,,,Immigrant from France,76,80,78,extended
Apple,AAPL,Tom Gunter,former Machine Learning Researcher,,,Unknown,Unknown,Tech Leader,,,none documented,76,74,45,extended
Apple,AAPL,Ruoming Pang,former head of Foundation Models,,,Unknown,Unknown,C-suite,,,none documented,76,74,45,extended
Apple,AAPL,Shivkumar Sabesan,Applied Sensing & Health Lead,,,Unknown,Unknown,Tech Leader,,,none documented,76,74,45,extended
Apple,AAPL,Stacey Lysik,Senior Director OS Program,,,Unknown,Unknown,C-suite,,,none documented,76,74,45,extended
Apple,AAPL,Jamie Erlicht,Head of Worldwide Video,2017.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
Apple,AAPL,Zack Van Amburg,Head of Worldwide Video,2017.0,USA,North America,No,C-suite,,,none documented,76,74,45,extended
Apple,AAPL,Peter Stern,former VP Services,2016.0,,Unknown,Unknown,C-suite,,,none documented,76,74,45,extended
