company,ticker,name,title,year_joined,origin_country,origin_region,immigrant,role_category,total_compensation_usd,comp_fiscal_year,documented_adversity,potential_index,mental_strength,adversity_origin_score,data_tier
Saudi Aramco,2222.SR,Dawood Al-Dawood,Vice President of Northern Area Oil Operations,,Saudi Arabia,Middle East,No,C-suite,,,none documented,76,74,45,extended
Saudi Aramco,2222.SR,Olivier Gerard Thorel,Vice President Chemicals and Low Carbon Hydrogen,2018.0,France,Europe,Yes,C-suite,,,none documented,76,74,60,extended
Saudi Aramco,2222.SR,Ahmed S. Al-Mulhem,President & CEO Aramco Americas,,Saudi Arabia,Middle East,No,Division-CEO,,,none documented,84,80,45,extended
Saudi Aramco,2222.SR,Anwar A. Al-Hejazi,CEO S-OIL; former President Aramco Asia,,Saudi Arabia,Middle East,No,Division-CEO,,,none documented,84,80,45,extended
Saudi Aramco,2222.SR,Jeff Rinker,President & CEO Motiva Enterprises,,United States,North America,Yes,Division-CEO,,,none documented,84,80,60,extended
Saudi Aramco,2222.SR,Mahdi Aladel,CEO Aramco Ventures,2020.0,Saudi Arabia,Middle East,No,Division-CEO,,,none documented,84,80,45,extended
Saudi Aramco,2222.SR,Bruce Niven,Chief Investment Officer Aramco Ventures,,,Unknown,Unknown,C-suite,,,none documented,76,74,45,extended
Saudi Aramco,2222.SR,Tareq Amin,CEO Aramco Digital (former),2023.0,,Unknown,Unknown,Division-CEO,,,none documented,84,80,45,extended
Saudi Aramco,2222.SR,Ashraf AlTahini,CEO Aramco Digital,,Saudi Arabia,Middle East,No,Division-CEO,,,none documented,84,80,45,extended
Saudi Aramco,2222.SR,Abdullah S. Jum'ah,President & CEO Saudi Aramco (former),,Saudi Arabia,Middle East,No,Division-CEO,,,none documented,84,80,45,extended
Saudi Aramco,2222.SR,Khalid A. Al-Falih,President & CEO Saudi Aramco (former),,Saudi Arabia,Middle East,No,Division-CEO,,,none documented,84,80,45,extended
